C
C  Ground state configurations and ionization energies of free atoms of
 94 Pu  7 M3 3p3/2  4  4.55464E+03  4.57400E+03  4.57000E+03  1.19615E+01  0.00000E+00
 94 Pu  8 M4 3d3/2  4  3.98250E+03  3.97700E+03  3.97300E+03  3.80108E+00  0.00000E+00
 94 Pu  9 M5 3d5/2  6  3.78107E+03  3.78300E+03  3.77900E+03  3.73098E+00  0.00000E+00
 94 Pu 10 N1 4s1/2  2  1.53925E+03  1.56300E+03  1.55900E+03  1.44283E+01  0.00000E+00
 94 Pu 11 N2 4p1/2  2  1.37602E+03  1.38400E+03  1.38000E+03  1.54361E+01  0.00000E+00
 94 Pu 12 N3 4p3/2  4  1.11085E+03  1.12800E+03  1.12400E+03  9.65641E+00  0.00000E+00
 94 Pu 13 N4 4d3/2  4  8.47393E+02  8.53000E+02  8.49000E+02  6.27227E+00  0.00000E+00
 94 Pu 14 N5 4d5/2  6  7.98580E+02  8.05000E+02  8.01000E+02  6.78127E+00  0.00000E+00
 94 Pu 15 N6 4f5/2  6  4.50535E+02  4.46000E+02  4.42000E+02  6.43976E-01  0.00000E+00
 94 Pu 16 N7 4f7/2  8  4.37409E+02  4.34000E+02  4.30000E+02  4.37170E-01  0.00000E+00
 94 Pu 17 O1 5s1/2  2  3.51629E+02  3.56000E+02  3.52000E+02  2.57905E+01  0.00000E+00
 94 Pu 18 O2 5p1/2  2  2.86257E+02  2.87000E+02  2.83000E+02  1.05660E+01  0.00000E+00
 94 Pu 19 O3 5p3/2  4  2.21026E+02  2.19000E+02  2.15000E+02  1.07505E+01  0.00000E+00
 94 Pu 20 O4 5d3/2  4  1.23933E+02  1.22000E+02  1.18000E+02  0.00000E+00  0.00000E+00
 94 Pu 21 O5 5d5/2  6  1.14077E+02  1.11000E+02  1.07000E+02  0.00000E+00  0.00000E+00
 94 Pu 24 P1 6s1/2  2  5.62147E+01  5.30000E+01  4.90000E+01  0.00000E+00  0.00000E+00
 94 Pu 25 P2 6p1/2  2  3.66408E+01  3.40000E+01  3.00000E+01  0.00000E+00  0.00000E+00
 94 Pu 26 P3 6p3/2  4  2.56141E+01  2.30000E+01  1.90000E+01  0.00000E+00  0.00000E+00
 94 Pu 22 O6 5f5/2  5  1.07499E+01  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 94 Pu 27 P4 6d3/2  1  4.58928E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 94 Pu 29 Q1 7s1/2  2  5.91988E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 95 Am  1 K  1s1/2  2  1.25579E+05  1.24984E+05  1.24980E+05  1.07344E+02  0.00000E+00
 95 Am  2 L1 2s1/2  2  2.38330E+04  2.38030E+04  2.37990E+04  1.62287E+01  0.00000E+00
 95 Am  3 L2 2p1/2  2  2.30680E+04  2.29490E+04  2.29450E+04  1.02448E+01  0.00000E+00
 95 Am  4 L3 2p3/2  4  1.85311E+04  1.85120E+04  1.85080E+04  8.72500E+00  0.00000E+00
 95 Am  5 M1 3s1/2  2  6.10827E+03  6.13500E+03  6.13100E+03  2.04690E+01  0.00000E+00
 95 Am  6 M2 3p1/2  2  5.74772E+03  5.74800E+03  5.74400E+03  1.54652E+01  0.00000E+00
 95 Am  7 M3 3p3/2  4  4.69024E+03  4.71000E+03  4.70600E+03  1.14889E+01  0.00000E+00
 95 Am  8 M4 3d3/2  4  4.10832E+03  4.10200E+03  4.09800E+03  3.92704E+00  0.00000E+00
 95 Am  9 M5 3d5/2  6  3.89668E+03  3.89800E+03  3.89400E+03  3.84725E+00  0.00000E+00
 95 Am 10 N1 4s1/2  2  1.60083E+03  1.62300E+03  1.61900E+03  1.44750E+01  0.00000E+00
 95 Am 11 N2 4p1/2  2  1.43377E+03  1.43900E+03  1.43500E+03  1.55679E+01  0.00000E+00
 95 Am 12 N3 4p3/2  4  1.15188E+03  1.16700E+03  1.16300E+03  9.81884E+00  0.00000E+00
 95 Am 13 N4 4d3/2  4  8.82806E+02  8.87000E+02  8.83000E+02  6.37641E+00  0.00000E+00
 95 Am 14 N5 4d5/2  6  8.31130E+02  8.36000E+02  8.32000E+02  6.86853E+00  0.00000E+00
 95 Am 15 N6 4f5/2  6  4.75536E+02  4.67000E+02  4.63000E+02  7.20873E-01  0.00000E+00
 95 Am 16 N7 4f7/2  8  4.61526E+02  4.52000E+02  4.48000E+02  5.01685E-01  0.00000E+00
 95 Am 17 O1 5s1/2  2  3.67517E+02  3.55000E+02  3.51000E+02  2.69636E+01  0.00000E+00
 95 Am 18 O2 5p1/2  2  3.00084E+02  3.01000E+02  2.97000E+02  1.09291E+01  0.00000E+00
 95 Am 19 O3 5p3/2  4  2.29940E+02  2.20000E+02  2.16000E+02  1.20855E+01  0.00000E+00
 95 Am 20 O4 5d3/2  4  1.29821E+02  1.23000E+02  1.19000E+02  0.00000E+00  0.00000E+00
 95 Am 21 O5 5d5/2  6  1.19220E+02  1.12000E+02  1.08000E+02  0.00000E+00  0.00000E+00
 95 Am 24 P1 6s1/2  2  5.82707E+01  5.40000E+01  5.00000E+01  0.00000E+00  0.00000E+00
 95 Am 25 P2 6p1/2  2  3.79779E+01  4.40000E+01  4.00000E+01  0.00000E+00  0.00000E+00
 95 Am 26 P3 6p3/2  4  2.61666E+01  3.60000E+01  3.20000E+01  0.00000E+00  0.00000E+00
 95 Am 22 O6 5f5/2  6  1.17902E+01  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 95 Am 27 P4 6d3/2  1  4.54731E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 95 Am 29 Q1 7s1/2  2  6.01545E+00  6.00000E+00  2.00000E+00  0.00000E+00  0.00000E+00
 96 Cm  1 K  1s1/2  2  1.28862E+05  1.28261E+05  1.28257E+05  1.11804E+02  0.00000E+00
 96 Cm  2 L1 2s1/2  2  2.45550E+04  2.45230E+04  2.45190E+04  1.63926E+01  0.00000E+00
 96 Cm  3 L2 2p1/2  2  2.37768E+04  2.36540E+04  2.36500E+04  1.05215E+01  0.00000E+00
 96 Cm  4 L3 2p3/2  4  1.89930E+04  1.89740E+04  1.89700E+04  8.93750E+00  0.00000E+00
 96 Cm  5 M1 3s1/2  2  6.31353E+03  6.31300E+03  6.30900E+03  2.04786E+01  0.00000E+00
 96 Cm  6 M2 3p1/2  2  5.94601E+03  5.94600E+03  5.94200E+03  1.54748E+01  0.00000E+00
 96 Cm  7 M3 3p3/2  4  4.82802E+03  4.82800E+03  4.82400E+03  1.15003E+01  0.00000E+00
 96 Cm  8 M4 3d3/2  4  4.23626E+03  4.23600E+03  4.23200E+03  3.94301E+00  0.00000E+00
 96 Cm  9 M5 3d5/2  6  4.01403E+03  4.01400E+03  4.01000E+03  3.86150E+00  0.00000E+00
 96 Cm 10 N1 4s1/2  2  1.66409E+03  1.66400E+03  1.66000E+03  1.44758E+01  0.00000E+00
 96 Cm 11 N2 4p1/2  2  1.49317E+03  1.49300E+03  1.48900E+03  1.55688E+01  0.00000E+00
 96 Cm 12 N3 4p3/2  4  1.19364E+03  1.19400E+03  1.19000E+03  9.81946E+00  0.00000E+00
 96 Cm 13 N4 4d3/2  4  9.18902E+02  9.19000E+02  9.15000E+02  6.37677E+00  0.00000E+00
 96 Cm 14 N5 4d5/2  6  8.64237E+02  8.64000E+02  8.60000E+02  6.86879E+00  0.00000E+00
 96 Cm 15 N6 4f5/2  6  5.01066E+02  4.94000E+02  4.90000E+02  7.20894E-01  0.00000E+00
 96 Cm 16 N7 4f7/2  8  4.86131E+02  4.79000E+02  4.75000E+02  5.01704E-01  0.00000E+00
 96 Cm 17 O1 5s1/2  2  3.83874E+02  3.84000E+02  3.80000E+02  2.69637E+01  0.00000E+00
 96 Cm 18 O2 5p1/2  2  3.14353E+02  3.14000E+02  3.10000E+02  1.09292E+01  0.00000E+00
 96 Cm 19 O3 5p3/2  4  2.38999E+02  2.39000E+02  2.35000E+02  1.20855E+01  0.00000E+00
 96 Cm 20 O4 5d3/2  4  1.35831E+02  1.26000E+02  1.22000E+02  0.00000E+00  0.00000E+00
 96 Cm 21 O5 5d5/2  6  1.24447E+02  1.19000E+02  1.15000E+02  0.00000E+00  0.00000E+00
 96 Cm 24 P1 6s1/2  2  6.03881E+01  6.00000E+01  5.60000E+01  0.00000E+00  0.00000E+00
 96 Cm 25 P2 6p1/2  2  3.93604E+01  3.90000E+01  3.50000E+01  0.00000E+00  0.00000E+00
 96 Cm 26 P3 6p3/2  4  2.67189E+01  2.70000E+01  2.30000E+01  0.00000E+00  0.00000E+00
 96 Cm 22 O6 5f5/2  6  1.28934E+01  1.10000E+01  7.00000E+00  0.00000E+00  0.00000E+00
 96 Cm 23 O7 5f7/2  1  1.13278E+01  1.10000E+01  7.00000E+00  0.00000E+00  0.00000E+00
 96 Cm 27 P4 6d3/2  1  4.50173E+00  5.66700E+00  1.66700E+00  0.00000E+00  0.00000E+00
 96 Cm 29 Q1 7s1/2  2  6.11361E+00  5.66700E+00  1.66700E+00  0.00000E+00  0.00000E+00
 97 Bk  1 K  1s1/2  2  1.32215E+05  1.31586E+05  1.31582E+05  1.16698E+02  0.00000E+00
 97 Bk  2 L1 2s1/2  2  2.52953E+04  2.52600E+04  2.52560E+04  1.65086E+01  0.00000E+00
 97 Bk  3 L2 2p1/2  2  2.45037E+04  2.43720E+04  2.43680E+04  1.10215E+01  0.00000E+00
 97 Bk  4 L3 2p3/2  4  1.94607E+04  1.94400E+04  1.94360E+04  9.32990E+00  0.00000E+00
 97 Bk  5 M1 3s1/2  2  6.52398E+03  6.52300E+03  6.51900E+03  2.04235E+01  0.00000E+00
 97 Bk  6 M2 3p1/2  2  6.14938E+03  6.14900E+03  6.14500E+03  1.58516E+01  0.00000E+00
 97 Bk  7 M3 3p3/2  4  4.96774E+03  4.96800E+03  4.96400E+03  1.20046E+01  0.00000E+00
 97 Bk  8 M4 3d3/2  4  4.36608E+03  4.36600E+03  4.36200E+03  4.31111E+00  0.00000E+00
 97 Bk  9 M5 3d5/2  6  4.13285E+03  4.13300E+03  4.12900E+03  4.18969E+00  0.00000E+00
 97 Bk 10 N1 4s1/2  2  1.72889E+03  1.72900E+03  1.72500E+03  1.49937E+01  0.00000E+00
 97 Bk 11 N2 4p1/2  2  1.55404E+03  1.55400E+03  1.55000E+03  1.62428E+01  0.00000E+00
 97 Bk 12 N3 4p3/2  4  1.23591E+03  1.23600E+03  1.23200E+03  1.04110E+01  0.00000E+00
 97 Bk 13 N4 4d3/2  4  9.55469E+02  9.55000E+02  9.51000E+02  6.71429E+00  0.00000E+00
 97 Bk 14 N5 4d5/2  6  8.97686E+02  8.98000E+02  8.94000E+02  6.36772E+00  0.00000E+00
 97 Bk 15 N6 4f5/2  6  5.26907E+02  5.20000E+02  5.16000E+02  1.04671E+00  0.00000E+00
 97 Bk 16 N7 4f7/2  8  5.11005E+02  5.04000E+02  5.00000E+02  7.11590E-01  0.00000E+00
 97 Bk 17 O1 5s1/2  2  4.00539E+02  4.01000E+02  3.97000E+02  3.02817E+01  0.00000E+00
 97 Bk 18 O2 5p1/2  2  3.28902E+02  3.29000E+02  3.25000E+02  1.19774E+01  0.00000E+00
 97 Bk 19 O3 5p3/2  4  2.48040E+02  2.48000E+02  2.44000E+02  1.78746E+01  0.00000E+00
 97 Bk 20 O4 5d3/2  4  1.41816E+02  1.42000E+02  1.38000E+02  0.00000E+00  0.00000E+00
 97 Bk 21 O5 5d5/2  6  1.29616E+02  1.24000E+02  1.20000E+02  0.00000E+00  0.00000E+00
 97 Bk 24 P1 6s1/2  2  6.25107E+01  6.30000E+01  5.90000E+01  0.00000E+00  0.00000E+00
 97 Bk 25 P2 6p1/2  2  4.07424E+01  4.10000E+01  3.70000E+01  0.00000E+00  0.00000E+00
 97 Bk 26 P3 6p3/2  4  2.72380E+01  2.70000E+01  2.30000E+01  0.00000E+00  0.00000E+00
 97 Bk 22 O6 5f5/2  6  1.39631E+01  1.20000E+01  8.00000E+00  0.00000E+00  0.00000E+00
 97 Bk 23 O7 5f7/2  2  1.22333E+01  1.20000E+01  8.00000E+00  0.00000E+00  0.00000E+00
 97 Bk 27 P4 6d3/2  1  4.44363E+00  5.33300E+00  1.33300E+00  0.00000E+00  0.00000E+00
 97 Bk 29 Q1 7s1/2  2  6.21247E+00  5.33300E+00  1.33300E+00  0.00000E+00  0.00000E+00
 98 Cf  1 K  1s1/2  2  1.35634E+05  1.34967E+05  1.34963E+05  1.21388E+02  0.00000E+00
 98 Cf  2 L1 2s1/2  2  2.60540E+04  2.60080E+04  2.60040E+04  1.66874E+01  0.00000E+00
 98 Cf  3 L2 2p1/2  2  2.52493E+04  2.51030E+04  2.50990E+04  1.13166E+01  0.00000E+00
 98 Cf  4 L3 2p3/2  4  1.99343E+04  1.99070E+04  1.99030E+04  9.55440E+00  0.00000E+00
 98 Cf  5 M1 3s1/2  2  6.73963E+03  6.73300E+03  6.72900E+03  2.04339E+01  0.00000E+00
 98 Cf  6 M2 3p1/2  2  6.35801E+03  6.35200E+03  6.34800E+03  1.58615E+01  0.00000E+00
 98 Cf  7 M3 3p3/2  4  5.10945E+03  5.10300E+03  5.09900E+03  1.20162E+01  0.00000E+00
 98 Cf  8 M4 3d3/2  4  4.49781E+03  4.49200E+03  4.48800E+03  4.33078E+00  0.00000E+00
 98 Cf  9 M5 3d5/2  6  4.25316E+03  4.24700E+03  4.24300E+03  4.20706E+00  0.00000E+00
 98 Cf 10 N1 4s1/2  2  1.79525E+03  1.78900E+03  1.78500E+03  1.49945E+01  0.00000E+00
 98 Cf 11 N2 4p1/2  2  1.61647E+03  1.61000E+03  1.60600E+03  1.62438E+01  0.00000E+00
 98 Cf 12 N3 4p3/2  4  1.27871E+03  1.27300E+03  1.26900E+03  1.04115E+01  0.00000E+00
 98 Cf 13 N4 4d3/2  4  9.92529E+02  9.87000E+02  9.83000E+02  6.71479E+00  0.00000E+00
 98 Cf 14 N5 4d5/2  6  9.31494E+02  9.25000E+02  9.21000E+02  6.36811E+00  0.00000E+00
 98 Cf 15 N6 4f5/2  6  5.53077E+02  5.46000E+02  5.42000E+02  1.04673E+00  0.00000E+00
 98 Cf 16 N7 4f7/2  8  5.36164E+02  5.29000E+02  5.25000E+02  7.11606E-01  0.00000E+00
 98 Cf 17 O1 5s1/2  2  4.17537E+02  4.12000E+02  4.08000E+02  3.02818E+01  0.00000E+00
 98 Cf 18 O2 5p1/2  2  3.43765E+02  3.38000E+02  3.34000E+02  1.19775E+01  0.00000E+00
 98 Cf 19 O3 5p3/2  4  2.57082E+02  2.51000E+02  2.47000E+02  1.78746E+01  0.00000E+00
 98 Cf 20 O4 5d3/2  4  1.47790E+02  1.42000E+02  1.38000E+02  0.00000E+00  0.00000E+00
 98 Cf 21 O5 5d5/2  6  1.34738E+02  1.29000E+02  1.25000E+02  0.00000E+00  0.00000E+00
 98 Cf 24 P1 6s1/2  2  6.46467E+01  6.10000E+01  5.70000E+01  0.00000E+00  0.00000E+00
 98 Cf 25 P2 6p1/2  2  4.21324E+01  3.90000E+01  3.50000E+01  0.00000E+00  0.00000E+00
 98 Cf 26 P3 6p3/2  4  2.77296E+01  2.50000E+01  2.10000E+01  0.00000E+00  0.00000E+00
 98 Cf 22 O6 5f5/2  6  1.50038E+01  9.00000E+00  5.00000E+00  0.00000E+00  0.00000E+00
 98 Cf 23 O7 5f7/2  3  1.31021E+01  9.00000E+00  5.00000E+00  0.00000E+00  0.00000E+00
 98 Cf 27 P4 6d3/2  1  4.37527E+00  7.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 98 Cf 29 Q1 7s1/2  2  6.31244E+00  7.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 99 Es  1 K  1s1/2  2  1.39126E+05  1.38440E+05  1.38436E+05  1.26359E+02  0.00000E+00
 99 Es  2 L1 2s1/2  2  2.68322E+04  2.67810E+04  2.67770E+04  1.68496E+01  0.00000E+00
 99 Es  3 L2 2p1/2  2  2.60143E+04  2.58590E+04  2.58550E+04  1.16136E+01  0.00000E+00
 99 Es  4 L3 2p3/2  4  2.04138E+04  2.03830E+04  2.03790E+04  9.84830E+00  0.00000E+00
 99 Es  5 M1 3s1/2  2  6.96081E+03  6.95400E+03  6.95000E+03  2.05302E+01  0.00000E+00
 99 Es  6 M2 3p1/2  2  6.57209E+03  6.56600E+03  6.56200E+03  1.60802E+01  0.00000E+00
 99 Es  7 M3 3p3/2  4  5.25315E+03  5.24700E+03  5.24300E+03  1.21637E+01  0.00000E+00
 99 Es  8 M4 3d3/2  4  4.63145E+03  4.62500E+03  4.62100E+03  4.48374E+00  0.00000E+00
 99 Es  9 M5 3d5/2  6  4.37497E+03  4.36900E+03  4.36500E+03  4.33085E+00  0.00000E+00
 99 Es 10 N1 4s1/2  2  1.86329E+03  1.85700E+03  1.85300E+03  1.52975E+01  0.00000E+00
 99 Es 11 N2 4p1/2  2  1.68051E+03  1.67400E+03  1.67000E+03  1.64299E+01  0.00000E+00
 99 Es 12 N3 4p3/2  4  1.32206E+03  1.31600E+03  1.31200E+03  1.06062E+01  0.00000E+00
 99 Es 13 N4 4d3/2  4  1.03010E+03  1.02400E+03  1.02000E+03  6.83201E+00  0.00000E+00
 99 Es 14 N5 4d5/2  6  9.65673E+02  9.59000E+02  9.55000E+02  6.49992E+00  0.00000E+00
 99 Es 15 N6 4f5/2  6  5.79587E+02  5.73000E+02  5.69000E+02  1.15905E+00  0.00000E+00
 99 Es 16 N7 4f7/2  8  5.61617E+02  5.54000E+02  5.50000E+02  7.77324E-01  0.00000E+00
 99 Es 17 O1 5s1/2  2  4.34909E+02  4.29000E+02  4.25000E+02  3.12499E+01  0.00000E+00
 99 Es 18 O2 5p1/2  2  3.58974E+02  3.53000E+02  3.49000E+02  1.22726E+01  0.00000E+00
 99 Es 19 O3 5p3/2  4  2.66137E+02  2.60000E+02  2.56000E+02  2.01487E+01  0.00000E+00
 99 Es 20 O4 5d3/2  4  1.53764E+02  1.48000E+02  1.44000E+02  0.00000E+00  0.00000E+00
 99 Es 21 O5 5d5/2  6  1.39824E+02  1.35000E+02  1.31000E+02  0.00000E+00  0.00000E+00
 99 Es 24 P1 6s1/2  2  6.68075E+01  6.30000E+01  5.90000E+01  0.00000E+00  0.00000E+00
 99 Es 25 P2 6p1/2  2  4.35377E+01  4.00000E+01  3.60000E+01  0.00000E+00  0.00000E+00
 99 Es 26 P3 6p3/2  4  2.81974E+01  2.50000E+01  2.10000E+01  0.00000E+00  0.00000E+00
 99 Es 22 O6 5f5/2  6  1.60180E+01  9.00000E+00  5.00000E+00  0.00000E+00  0.00000E+00
 99 Es 23 O7 5f7/2  4  1.39364E+01  9.00000E+00  5.00000E+00  0.00000E+00  0.00000E+00
 99 Es 27 P4 6d3/2  1  4.29817E+00  7.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 99 Es 29 Q1 7s1/2  2  6.41408E+00  7.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
